customer_lifetime_value,income,total_claim_amount
2839.808041,33252,407.668083
3288.209809,0,734.4
15031.5645,59456,907.2
5055.902381,88989,232.745161
8012.917253,0,513.6
8300.70769,17034,542.4
2516.103555,88435,136.263492
2749.407985,71445,336.0
8071.334962,72149,69.310166
2867.312197,23376,374.4
7285.030983,44788,386.031248
4118.588554,69379,494.4
5293.368089,38521,557.184015
13265.96256,34482,83.830109
2369.439009,0,487.345606
9816.528302,37256,128.969729
21914.40548,77311,113.609508
5143.88351,39268,188.870427
3136.698216,59644,379.2
7713.819259,0,326.4
2867.312197,23376,374.4
11516.40557,50854,101.489422
15025.19126,35158,165.958605
4013.849907,15413,508.8
3288.825448,17860,656.122925
13736.1325,16181,1261.319869
3890.87081,91182,249.140907
5701.277221,41154,345.6
2590.214327,18746,326.4
3223.331519,70277,84.818806
4912.025292,0,668.158687
6532.010543,24919,420.420755
8012.124825,0,335.234102
3731.504584,0,460.8
2702.380487,46370,326.4
23207.24981,89918,423.116739
3347.028677,37138,612.0
8382.630118,19683,561.6
11793.12528,32214,296.560998
2965.71995,26472,355.2
5646.323845,39841,440.128707
2452.491364,51085,406.902001
5953.213546,61006,73.919629
12883.81001,34148,451.566751
2471.528431,95697,114.273025
2927.07045,75685,369.918482
8400.788878,20870,345.6
2729.126448,66900,326.4
7643.068919,0,508.8
2493.591571,37043,30.984936
4170.572119,42837,290.580543
4908.207958,33305,353.77899
3891.583881,0,558.281543
2682.423898,24823,229.279059
10003.24729,98192,403.2
13094.60875,88249,244.803741
5719.785738,54585,340.8
9393.968332,39770,561.6
3433.82408,85367,67.975243
4932.878744,74809,283.787384
13610.10746,50144,786.934186
2913.323811,20075,483.731784
5111.304579,76448,302.4
4540.381153,59556,681.505066
5598.273622,14174,345.6
9638.066778,35230,16.214764
9801.287358,0,436.8
5504.139033,0,350.4
8447.801005,0,547.2
19927.63513,51352,95.661376
5815.261714,76675,141.718568
18690.34066,0,326.4
7224.235434,0,297.419028
8595.982289,94242,41.229484
12362.08766,0,217.92632
4916.303715,71153,209.019238
8935.274872,63326,1080.0
5433.214031,29629,228.443418
4847.24253,0,599.152722
5714.165863,23726,355.2
10097.68732,48999,412.8
4726.869327,13037,839.348464
7079.790277,24245,302.4
5395.434909,44047,969.232217
9452.996411,91942,561.6
5284.312599,37640,174.046849
20215.3918,77058,119.331041
2510.054168,0,525.6
19884.91592,63755,291.860708
4014.453113,37384,475.2
2540.689797,42557,57.562324
27382.81893,45473,188.938397
4875.31604,10743,336.0
12324.2654,0,813.6
2280.386988,0,283.881697
4165.994433,0,575.890362
4974.801539,75644,467.803638
2404.917967,63455,287.654819
3032.816016,73782,111.622054
2891.272351,80590,134.158389
15261.41386,59797,609.6
5015.009472,48567,624.0
5325.394799,62470,243.766542
5291.395332,57338,316.8
16107.19004,63288,558.433218
7605.637524,55281,921.6
3065.365332,22985,458.056054
6245.575806,39608,22.961216
9406.381948,99189,75.302707
7815.46882,0,574.102379
9747.99401,0,514.360634
4686.469674,58089,566.4
8869.619888,81350,228.185834
4741.808942,0,731.289267
24178.68478,43704,1064.482165
7951.777533,75497,71.773341
6762.082924,40372,76.975713
3044.78946,17489,587.689075
5908.16294,86277,212.039619
4574.547243,0,453.6
8377.499751,0,355.2
22332.43946,49078,484.013411
5838.89915,81082,281.295903
7577.065297,0,835.2
8012.841201,40635,489.6
9217.978125,26351,571.2
2749.189304,0,824.487259
3588.87609,42836,244.580023
3954.538361,40175,154.721555
3230.576665,62873,207.75186
5158.648497,0,588.936956
2776.582901,50985,307.68931
12836.00951,0,835.2
28421.57022,42803,889.288242
2276.392936,0,624.980751
3895.961837,35970,470.4
4247.683347,44537,441.907057
6005.847375,13528,412.8
2719.506996,14030,345.6
4185.757242,0,492.644465
33473.34946,33190,508.8
7331.508054,0,61.580247
9320.284812,21033,738.975495
3312.323945,26285,403.2
5560.278162,0,65.953005
8214.602384,73245,305.121363
8647.139152,0,244.816163
4446.738622,0,616.279356
7769.841954,74365,926.4
3911.118202,30821,451.319227
2731.520409,69844,184.379697
8401.788653,0,595.2
5875.038074,55836,314.936185
6188.379423,40352,406.367233
4506.577736,14985,571.319514
10548.53703,27458,730.373515
35203.57475,56343,1612.962321
8193.750001,12780,225.437098
5313.436344,68558,280.903779
4379.770178,47747,165.588524
20885.55547,16113,494.890996
2771.963072,0,379.2
5461.548993,39626,485.705851
2570.235172,49304,312.0
2227.072755,27972,292.8
5394.000979,27568,278.689331
2300.691547,25905,302.4
25360.10404,21442,518.4
4374.038985,34516,42.950852
4953.358432,0,342.468248
4590.811214,28354,320.327775
5062.37379,0,345.6
9075.768214,37722,158.077504
8133.157212,32021,336.0
2869.301319,13393,34.708194
27937.75093,13624,561.6
2606.186321,27800,321.6
7764.273102,58419,202.468807
18380.39026,50407,352.060768
6102.953572,0,856.347474
9191.672825,77603,547.2
9581.281433,75606,571.2
7532.262392,41458,191.100227
2795.321353,0,420.765993
5673.840992,0,445.001296
15016.18511,70619,293.948632
3087.249746,41273,221.226696
5480.701059,46946,336.0
7944.973807,0,542.4
8543.247323,99180,33.751887
5380.898636,55350,321.6
4650.063763,28215,468.0
36946.06393,75425,663.643801
3314.55133,63583,167.39959
4566.377261,0,475.2
5597.12496,37995,667.2
2540.551456,37125,290.911693
2939.330187,53357,55.320014
16068.34838,70140,955.2
7360.873696,52380,892.8
2700.985899,79292,55.394702
3095.705571,0,774.892461
4383.751482,0,1480.336748
9928.874825,75425,823.798803
2399.17815,20992,307.2
3402.777293,57428,414.649796
8711.302422,92606,287.437831
4358.762008,86001,523.2
2551.226692,79751,392.235698
5642.747998,68654,208.048487
4151.667368,0,208.892861
2842.025913,92629,60.845685
8791.444942,54094,502.994931
8268.272933,95419,336.0
8581.637267,66466,293.016168
5244.40475,68131,226.607648
8509.019846,56481,273.250112
4743.615503,70082,571.2
22754.66137,51437,244.086665
5335.015944,0,525.6
6966.319103,27972,240.318607
21205.37785,24930,364.8
4271.200049,26245,44.284642
5580.818466,57883,431.847824
2224.089639,0,483.25721
2709.539796,58828,446.751243
2890.338106,51906,374.864662
6403.577368,28095,393.6
5981.381645,88723,355.2
6225.022266,53078,200.97608
8496.358981,88895,209.863509
10213.99111,60078,140.819942
4547.162694,0,321.6
5741.696078,45820,249.742856
2388.353882,0,677.970934
12624.96121,12439,552.0
8382.478392,25998,791.878042
4964.666365,98451,316.546868
2871.437451,23803,410.548521
13080.78528,0,595.2
2482.411991,26100,482.4
2726.834065,0,376.923839
4776.186527,0,315.215329
6091.89923,65252,482.48791
5015.009472,48567,624.0
9035.671134,34337,542.4
4381.880534,20394,508.614758
5775.517825,0,784.611446
4250.282624,0,292.8
2347.048112,31617,244.269407
6940.069184,0,297.6
2572.506605,21104,118.454974
41491.74481,37748,868.8
3571.346578,0,438.661509
12734.21253,25023,397.139856
4529.112791,0,271.164139
4177.876779,14108,523.2
9824.745841,23923,393.6
2430.801647,0,321.6
19160.98994,22705,1294.700423
3301.518961,0,427.2
4692.098956,0,506.92275
8092.87696,50825,369.614729
3964.534974,14616,575.260213
2497.531509,0,272.381465
9656.212573,29504,1224.56345
8888.143979,58789,215.438825
7347.410517,29491,292.8
8578.364528,78077,438.069458
3467.323976,0,799.251165
8901.468512,76558,216.980413
2619.337376,78618,225.578841
8838.085637,82664,133.425609
10127.77087,23053,780.941649
4633.452912,50250,561.6
7796.000083,32169,785.82348
2993.024583,0,286.115778
7985.472561,99069,77.442722
3508.569533,20978,1176.2788
2722.210707,17576,398.502948
2783.583044,42297,200.38673
8649.997286,0,824.597262
4652.91278,0,151.231247
8395.806331,0,161.092415
8804.53711,48990,355.2
7155.337765,16916,377.512951
3954.344534,18375,535.080276
15032.9003,17150,689.800891
8257.666512,23815,424.330166
9256.918609,21947,566.4
6507.751779,0,863.219668
2530.705137,89451,61.769564
5482.549359,79325,251.294821
4050.506193,88454,308.749796
6326.679236,0,417.6
2627.76229,20943,240.00056
7814.604545,51972,316.8
6314.579645,54408,288.329793
6386.278164,23751,586.921708
2537.969253,37612,307.2
5335.375586,91603,472.67262
4549.079221,0,639.758314
4836.21886,16450,871.484565
6478.801192,50864,158.362972
35440.14262,74560,528.0
2404.380963,62488,200.689331
9264.565015,55837,741.867506
2433.024631,0,475.2
5367.089817,97742,67.648392
2452.360892,0,496.8
8646.504109,64125,369.818708
4340.086445,0,446.4
4930.949334,70412,136.291083
5292.632491,0,336.0
8986.610653,66267,1093.708851
5619.967791,0,863.935307
10340.45566,40882,393.637436
6369.262355,34498,398.4
2767.5949,0,355.2
4831.421687,23228,307.2
4282.947971,40864,166.937747
5718.276608,46133,19.626306
2580.849899,46900,316.8
6481.382268,0,441.6
5133.414764,53390,278.999409
9369.639891,99185,449.428182
3196.578455,62815,47.061469
4720.608872,26277,292.8
8861.900439,41854,481.269644
6032.737631,0,412.8
6832.36853,66627,733.21126
2242.090803,12131,251.44949
4157.698118,0,528.0
6189.122455,0,648.0
5643.724704,33317,345.6
5332.462694,68931,309.577946
2121.313061,0,321.6
8281.740124,19189,518.4
7835.929299,49390,738.05105
2552.913868,33124,80.119997
2795.410029,40516,137.168874
8007.399376,0,537.6
6886.324494,34615,417.6
5106.781547,29894,16.510134
5612.375586,0,379.2
5658.912313,0,847.490817
7263.599744,86732,204.373113
8712.157741,68516,95.693949
9198.685111,31562,552.0
5162.370678,0,582.420512
6289.946999,24477,379.2
3649.708655,0,480.0
6766.558551,20046,417.6
4631.011293,78152,547.2
6810.52531,0,733.522405
9378.634228,36067,561.6
15762.53198,44362,142.113373
2635.505781,77350,316.8
5741.72743,86641,161.752532
8414.942855,72258,12.497538
9123.911266,70737,741.655597
15994.008,0,1410.16929
9022.08313,0,988.535078
4759.664624,0,388.8
3993.882994,17672,792.0
18853.73945,0,1245.6
8840.193762,47297,796.130111
6696.903521,57240,83.652384
8476.082867,28181,523.2
5205.748188,31275,316.8
6141.961623,0,1310.4
4376.363592,63774,60.036683
12375.02163,78441,613.866905
3451.10244,0,499.2
8107.26533,0,364.8
8662.048958,0,511.422666
8696.907111,91423,435.796252
2535.266473,86933,269.563038
5633.741543,65255,321.457124
5176.730072,41533,232.879766
5531.723723,50097,17.484679
2810.671023,73858,422.59237
2780.729047,94943,387.545055
2572.452634,72685,14.464783
7664.219255,60184,161.61574
3839.746159,0,763.2
2509.268453,74045,307.2
14566.09246,52564,42.131925
3220.775528,19098,417.6
3199.824902,78784,239.964694
16045.10952,0,163.046956
4918.916267,29256,302.4
5623.757656,77912,23.89816
5677.465907,45345,99.039453
3016.444225,25630,412.8
5279.124682,22280,169.414572
4803.935174,0,496.8
2608.786334,61567,39.532978
7832.569008,34644,316.8
4260.33573,26991,856.8
2369.369299,49746,624.42874
20604.01627,0,723.010515
2652.067994,49625,261.549577
2597.864075,49308,150.235884
7712.436971,63624,175.243467
4698.88415,80358,443.637243
3403.919366,38460,91.55098
4355.702301,0,460.8
11095.97445,0,727.2
3300.684961,0,711.323244
6981.081694,34835,294.691896
16922.12519,93836,497.353106
7639.670244,34075,451.896687
19237.77089,35624,227.44626
2915.649943,83218,245.103885
4196.429642,24641,504.0
16473.16905,22828,508.8
2657.570431,0,340.8
3267.709691,28729,338.744392
2584.532849,72731,125.704164
5503.919257,59932,116.600107
8021.067105,54292,321.6
19606.35999,0,931.2
1904.000852,0,302.4
7288.297591,59414,340.32278
5553.521059,96587,749.244062
11702.34819,0,532.8
36897.79765,0,638.4
2957.102851,94362,195.405949
19643.54421,84488,208.885686
4111.888285,65085,480.073548
15122.99194,0,518.4
12807.09083,0,450.760925
2500.241685,0,664.128009
4260.709139,0,446.4
2609.533154,60798,316.8
10796.44832,30761,331.2
2590.654042,25981,77.54669
29199.81072,67739,270.373444
4194.659772,25581,429.695284
10314.52484,99759,74.463101
9028.307862,76514,573.941286
3954.344534,18375,535.080276
6089.517361,21832,403.2
12827.42831,0,842.4
9135.291575,95330,542.4
7902.681227,0,634.396608
14827.91055,0,326.4
2500.834374,25899,302.4
5395.346288,0,355.2
2651.615963,33201,314.044227
2119.894333,18287,292.8
7155.471967,76506,427.2
5994.226432,41859,166.1306
22647.21772,27504,436.8
2833.797966,45360,350.4
22332.43946,49078,484.013411
5846.41534,0,648.0
2867.211836,91810,165.520952
14435.66453,70600,636.982333
5237.477743,33554,934.656068
7710.912153,77642,282.146354
5158.576449,25963,298.954932
5414.897604,57452,652.8
2903.749709,0,491.66348
5575.751228,91416,109.904496
2616.409509,22000,383.224514
4617.838205,41167,554.957693
20123.86854,0,504.0
3200.795405,0,412.8
8583.854913,53944,340.8
4349.30875,75648,112.660916
4729.593583,29414,71.303109
5015.009472,48567,624.0
5797.604861,69276,201.327931
3475.07136,0,460.8
8542.218196,50117,462.654347
16473.16905,22828,508.8
6776.353402,0,818.730215
9713.156737,0,979.2
4429.193391,20868,537.6
2435.535995,40921,10.560419
9863.502214,99654,272.788141
8207.858272,0,686.90827
2781.446975,56218,302.942519
5807.994569,70717,37.28874
8395.272249,62989,319.131547
14333.92489,41459,340.8
11003.54385,0,489.6
4049.807215,42512,77.479316
2141.750757,0,437.040616
5079.843625,83288,353.397699
2895.522489,46267,231.969205
9031.214859,0,650.52179
6554.390004,74424,388.8
7487.744636,0,693.084662
15118.89548,58883,432.480275
9007.431501,41539,556.8
5488.931031,33881,65.659137
7234.142952,86448,59.853369
5205.751205,25237,378.345883
4697.152892,0,482.4
6207.171358,49419,203.296071
6615.815683,90414,398.4
9708.504642,39930,412.8
10831.13004,23202,460.8
4626.801093,79487,547.2
6748.231188,68423,324.413656
2542.06388,84495,302.4
5450.394878,43091,330.138332
7243.865476,41951,40.536151
8306.550901,89834,504.0
2734.514945,92157,270.381385
11030.66148,35773,446.4
3402.39442,0,475.2
6945.016955,15850,314.528138
2568.843396,11167,350.4
5764.648599,21195,345.6
5403.546122,27430,184.955105
4899.231772,0,302.4
9048.983447,0,571.2
8093.898245,59839,513.6
2496.766693,0,350.4
2602.24525,38166,236.842746
6751.437153,0,456.0
3621.68883,13457,285.825083
6896.088021,0,326.4
5438.696611,52721,550.127548
14472.583,22012,75.698305
2359.423599,19864,352.394515
5323.267311,55289,134.124254
7390.903278,30449,501.092992
11447.5071,27362,422.78411
5754.853121,29460,29.303915
10244.2435,0,451.2
4645.569555,42532,200.641734
4887.344366,66707,71.980757
2497.808174,68041,165.570243
2369.111588,0,468.0
4490.597249,0,307.2
3719.247732,40968,465.6
4198.030023,39913,344.765129
2420.711888,31710,199.551735
4462.997006,0,350.4
6291.655714,89113,219.362643
4270.034394,0,725.870693
2460.665175,0,321.6
19435.62924,38688,2294.631639
7374.077921,0,528.0
18269.53692,0,609.6
11925.71535,28014,631.594469
4223.274671,14170,523.2
10298.38586,64825,359.484342
5229.741907,77357,29.884537
2402.81597,21629,298.626189
3933.813993,25927,674.973614
4299.838835,44388,496.843023
7635.554626,54539,287.453171
2722.210707,17576,398.502948
7291.599536,84629,411.671832
58753.88046,24964,888.0
5261.037541,43573,409.684798
16938.29858,0,340.780156
10575.94816,0,756.0
5552.331515,35011,215.728468
7150.225367,63651,224.711836
8717.049833,83846,355.2
6847.588918,0,1317.008182
5418.726537,39133,90.524457
3528.044252,31278,441.6
16468.22079,0,685.12694
7285.030983,44788,386.031248
16963.83934,0,561.6
5807.659307,62447,133.977857
5068.264582,31475,22.962412
8797.829644,80780,3.55
4439.900652,88613,359.36848
2404.459452,45949,110.556062
5066.634057,35596,307.2
5890.528762,76875,17.375878
2410.498573,41842,292.8
5288.240125,28884,518.4
26413.54751,24631,398.4
16236.47626,0,680.753091
5534.576395,71560,178.700204
9202.638441,0,384.0
2592.437797,72421,312.0
8019.856041,54702,955.2
6943.741598,0,547.2
13367.86562,57335,407.887715
5885.335302,0,482.4
3479.760165,35033,490.638202
9103.8997,65733,684.948527
4813.284447,0,472.611522
9575.7578,0,633.6
13736.1325,16181,1261.319869
8090.884414,86180,48.051339
8267.119555,36881,499.2
2489.16729,47888,545.083116
2395.57,21986,333.696228
3863.309585,47199,480.0
5173.485319,0,331.2
4984.618655,86305,80.73124
2396.192355,39062,346.991025
2631.87754,16976,238.952528
6993.838856,0,468.0
15055.53836,83283,273.702709
3401.881747,41972,691.709371
4126.61326,34080,220.644418
4462.997006,0,350.4
9320.090224,40269,329.980754
3663.740198,61894,436.8
4962.208409,23300,339.906034
2816.758764,66023,265.629611
4330.769101,39660,416.8496
8262.879764,0,32.508635
4666.643522,60466,784.186389
5876.054314,32848,250.454012
8427.723769,20662,373.324673
13023.9329,64985,16.425514
8209.59982,68022,494.4
2464.238061,72834,91.941259
2727.520769,74592,321.6
3086.013544,73938,53.095599
22067.728,15999,398.4
4836.054291,0,632.081402
6912.03963,0,460.8
2570.761765,0,345.6
2991.696011,0,576.0
8253.266591,62375,411.228571
10477.77713,61427,422.4
16373.7273,64396,355.409311
5184.94945,49312,230.104769
10634.83711,0,292.8
15114.40241,28513,480.0
11875.89915,0,518.4
4369.496687,97321,74.744643
7432.856752,58839,18.965718
2558.762931,0,518.4
5452.171237,88567,321.6
2968.077571,91646,57.678779
15700.28436,0,1012.8
7477.176362,48552,262.746281
9407.452895,31485,294.905685
4428.038374,0,628.801638
10053.55227,16511,972.0
2907.898828,51020,350.4
7644.763153,43838,465.6
9709.746073,0,827.085431
8439.615236,22454,556.097027
4209.682602,57933,533.255723
8556.418397,0,595.2
26770.44534,26335,355.818306
16265.58682,85322,735.491986
3624.901612,37843,354.455466
2519.918897,0,482.4
4819.183706,74730,421.235276
3028.780121,0,483.881752
2316.796105,0,307.2
13869.92705,28432,612.300581
25807.063,71210,1027.2
2342.01381,19581,321.6
2747.771656,0,576.0
5479.555081,56005,326.4
9199.539814,0,572.847549
8060.161694,23671,331.2
6686.128629,22244,114.815893
4709.52218,0,470.576119
2685.425957,75329,45.905292
3920.511337,0,525.392239
5493.698779,44369,185.291566
8521.738901,37910,518.4
2414.072446,0,511.2
4282.947971,40864,166.937747
5918.330563,94846,305.031114
7519.133631,96306,185.355353
4472.334422,53519,520.036279
5531.627731,50648,331.2
8435.176463,64692,336.0
10196.1106,0,720.0
20552.62128,0,1430.336183
3915.798108,0,784.8
6010.502178,49311,355.2
2854.114491,71126,324.739746
5994.255419,74284,268.130863
4477.45201,41402,571.2
5544.909083,79619,280.89705
3600.934326,25147,694.598288
9934.865795,56379,600.0
6874.84827,0,691.2
2374.147419,48911,292.8
9162.063169,29723,20.985105
7380.086414,21841,436.8
2655.996158,31796,377.442796
7591.109246,0,504.0
5015.009472,48567,624.0
4603.975141,66161,457.593764
2551.226692,79751,392.235698
5641.35916,39469,315.560161
5463.913828,44305,214.772284
4866.647452,0,444.030724
2779.85389,38893,279.960213
4563.018085,39187,566.4
14376.55039,70341,253.511935
2279.747148,0,460.8
5380.316469,0,350.4
8708.27928,30090,329.517492
18611.45356,49673,1021.654003
2215.912948,0,389.944994
7780.903354,0,504.0
2860.864563,50332,345.6
5577.942343,70190,15.169017
7268.096004,38179,374.716271
4060.956163,0,699.823461
7813.411572,25859,355.2
4762.156975,36529,255.005116
14166.20344,67588,566.4
4354.398727,0,871.2
2880.348532,81565,190.642833
19185.0725,35322,76.826503
5329.075482,43671,190.649902
4883.805481,58682,206.810286
4510.194071,44230,738.222494
15304.51777,40269,926.4
5237.935672,31756,160.855921
15119.55539,47725,142.205246
5860.01804,38684,376.760016
32306.28587,36301,647.954067
4655.392106,0,482.4
5326.501981,22268,294.803913
6513.612638,50037,303.384527
3491.741616,0,748.8
7870.360084,75740,46.702524
4274.618943,39621,25.292113
7189.106255,75838,428.907968
11315.20373,11885,484.8
2480.529264,29444,302.4
7344.836277,64371,868.8
6974.922464,26514,655.2
20096.89337,92766,379.029102
5623.611187,31504,340.8
2828.095211,98680,345.6
7294.492993,0,733.737214
5583.575264,76927,114.743547
25763.41423,78804,389.636991
5639.941974,73168,425.800112
4576.759564,48569,434.7579
2875.43239,84768,110.484661
3031.399321,0,619.2
5979.724161,57693,547.2
2242.244448,0,85.612463
16547.63728,46593,129.151543
15814.74557,0,1055.43784
4879.384813,67163,33.192803
5494.87251,89205,165.523154
5060.303189,0,570.777441
11269.23099,65448,451.2
10552.87837,77627,205.169178
7517.378484,37695,460.8
6298.177143,89411,116.237322
7821.945982,0,914.31553
22806.46912,10337,321.6
4386.277558,10621,321.6
3499.988408,16711,580.622219
7528.092744,0,508.8
2732.613084,42968,331.2
13736.1325,16181,1261.319869
7060.212867,85412,134.684555
3732.305945,75774,441.6
4064.182317,26599,254.380731
5754.746414,34847,525.6
8460.80939,0,552.0
5638.150224,85896,48.629646
7163.540342,0,316.8
2803.796963,43775,310.744656
20940.30306,0,482.4
3130.67843,42056,221.951098
3741.570763,13093,514.507039
3439.089657,98278,367.577872
7284.445594,44605,436.8
5278.528037,32365,193.147858
5680.276365,82255,145.004323
2194.668123,0,623.525433
6473.32562,0,468.492761
18522.29433,65903,316.8
4700.007467,11417,302.4
21295.51371,0,677.616967
6158.846901,0,321.6
8653.562027,69704,89.921281
3776.320768,20101,291.536748
4897.041423,24383,331.2
14947.9173,22139,480.0
9011.129467,88708,499.663591
10083.48688,11828,571.479602
2938.728161,0,384.0
5639.941974,73168,425.800112
2606.045519,0,409.459488
52811.49112,0,873.6
5226.286197,76646,263.844471
8382.630118,19683,561.6
14703.13246,0,819.576016
18948.34795,0,595.2
12265.60041,35693,494.4
4529.976333,0,438.369382
9220.013197,0,979.2
4087.512572,24123,748.8
9247.547393,85654,346.265295
13024.13012,0,900.0
25807.063,71210,1027.2
6104.723142,84822,219.879452
2725.356404,36650,56.60333
3260.74476,0,432.0
23740.12142,28025,611.40108
7599.895827,52113,465.6
32467.66151,37675,731.970027
5633.949267,37595,501.994635
5640.021911,41396,336.0
8370.401649,77512,433.608534
5170.450306,35334,468.0
7521.194691,0,499.2
12731.95161,40870,504.0
5666.867962,53907,189.907577
4436.806209,77609,62.935952
17966.28765,0,504.0
2436.005997,87462,51.294615
6650.816974,99494,398.4
2751.365822,42585,288.295744
4362.931238,58842,528.0
4014.453113,37384,475.2
8459.053233,92717,224.27582
2203.439795,0,518.715288
9388.162927,75264,343.340301
6791.215414,0,727.2
23142.1509,0,564.947278
3038.114641,31532,241.077843
8879.790017,52583,528.20086
21590.44235,62477,40.287304
8457.461231,26023,79.463916
4770.73904,28666,307.2
4312.869599,21004,297.6
6293.963716,45430,388.8
7098.017093,37511,579.467191
4395.885525,28719,792.0
5564.735366,49833,331.2
5321.108879,67431,652.8
2867.312197,23376,374.4
9414.119587,20455,564.922034
7414.436023,62473,1298.853615
5078.451231,35289,123.945627
2773.455358,73478,241.88878
8072.746442,30584,51.662597
12280.76661,88340,489.6
3136.432103,49532,220.186677
5232.333113,0,1140.523821
14722.22122,43982,604.8
30118.6554,68906,1053.300143
5970.995737,64008,372.893812
8026.278333,87421,475.2
3567.503755,0,660.430456
8491.020256,62076,227.225113
2545.220272,26746,165.75305
8870.673845,91580,290.70096
46770.94705,64403,111.173021
9378.900706,51425,560.154132
5645.513529,44162,160.825045
8406.763319,67128,339.017729
4655.209814,30383,803.686321
6520.824777,93721,489.594642
2989.963139,79867,78.172321
32677.34284,39393,491.151197
21112.53624,0,136.848554
4270.034394,0,725.870693
7911.626107,43916,326.4
3944.231185,33282,207.510821
23777.81427,33032,87.080119
6842.580052,25259,417.6
2521.161048,19637,333.138214
3808.122147,94903,451.2
15512.56424,39794,638.4
6751.782327,42433,410.946167
7405.420506,22044,10.393016
7218.015592,32312,276.590788
3362.551989,0,698.4
5038.979968,72919,936.0
8681.046339,0,541.217743
13197.92893,0,326.4
4595.457544,76357,4.074222
5073.282126,57709,600.0
4636.54647,26802,316.8
8376.332294,26448,75.330276
25997.74996,62262,193.505325
4971.353586,98784,155.412984
13270.9446,28727,350.877502
5519.078475,50406,132.208612
7942.174213,41832,402.749918
5504.139033,0,350.4
5140.11289,0,900.617364
6583.205691,0,465.6
7899.217251,40032,475.2
7659.499583,95701,99.697769
7055.962564,0,777.6
7238.504049,0,393.645615
3824.431298,62530,61.693771
3870.356928,0,508.8
16525.38067,24414,499.2
2450.880954,82695,217.945243
5666.69628,48156,686.4
7298.583562,74069,275.516438
8838.085637,82664,133.425609
5375.657146,0,749.134686
5598.00838,51737,430.163277
16953.08411,76797,234.771653
14002.75508,61225,442.374873
2807.049427,80915,187.854818
10529.01236,12688,672.0
6057.07208,27681,398.4
12904.94336,27778,523.2
2471.528431,95697,114.273025
5651.396772,44634,396.035334
12885.78676,37050,528.0
5551.394979,56872,192.879457
5439.342442,0,590.4
4454.104455,0,326.4
5195.824739,69488,326.4
4551.060479,0,446.4
16570.09009,23589,1012.8
8002.308333,0,513.6
2743.553584,95782,247.847239
8139.001346,24992,508.8
10507.69496,20043,516.088544
7218.085486,0,748.8
4861.369008,36305,292.8
5786.49398,44784,395.386573
7707.806541,0,542.4
4974.801539,75644,467.803638
10626.80746,27339,44.730323
7996.604028,43657,316.8
27945.89465,0,684.0
7498.290823,31134,666.5271
2637.148672,50512,351.403677
4882.493829,80604,255.982609
5363.528173,64604,272.445607
3548.397966,0,741.6
4233.56878,95647,508.8
11293.98192,0,499.2
7258.992716,60969,146.119178
2695.455483,0,547.2
6063.19979,20676,379.2
5258.251562,37874,41.016038
12390.47778,14382,316.8
3677.784051,32314,662.4
6104.849081,62455,338.144854
2991.423685,35605,355.2
8034.520139,0,741.6
9778.984109,0,986.4
7284.262288,10334,296.962938
2728.03759,44025,331.2
7519.029686,32397,334.626758
8183.592208,24345,637.695945
4583.748377,94804,764.592151
11638.89947,25370,489.6
14455.86021,0,561.6
8478.278069,53234,1212.988796
3923.265453,0,912.581597
5201.707743,0,336.0
3857.947176,0,1032.204305
3649.658983,19013,456.0
2652.289648,0,490.690995
7583.56435,81568,737.442295
8535.108303,53223,299.788806
4152.652599,0,885.6
7166.343469,59253,67.801384
5048.051359,34452,604.8
4579.605586,40160,566.4
4605.036646,22571,302.4
4969.529102,62365,297.6
2267.604038,0,292.8
36229.40842,22220,22.45383
8810.89555,76266,155.708627
4656.488488,0,1548.310532
4318.088108,0,230.109964
5382.752045,77552,45.215059
2953.617963,76474,355.2
8051.56643,57664,344.92729
6627.148927,82377,498.335261
10148.41973,44856,316.8
7628.749434,0,369.6
2582.408525,76731,201.455005
3265.156348,25820,393.6
5996.065073,0,398.4
5768.830622,92509,109.296118
21480.81781,15505,383.890867
2891.717971,21979,518.686584
7381.914168,54878,204.953947
5308.617246,40178,652.8
2912.59798,65436,40.752864
11814.47532,0,763.2
4726.963307,0,307.2
5073.282126,57709,600.0
3096.511217,21604,379.2
7891.584409,28422,453.909559
19454.40847,59853,570.847354
22332.43946,49078,484.013411
4598.235733,51523,738.840818
8215.388242,0,601.021286
4903.152748,0,475.2
24186.88247,32989,489.6
2419.306466,0,336.0
2491.317024,36631,67.530904
9657.579498,0,628.8
2621.116054,26477,144.987956
4944.088762,53607,93.891207
5206.761563,21594,340.8
6109.135438,0,612.0
2601.468833,80584,312.0
5849.486464,67511,350.4
16301.9676,19614,574.024018
26462.75908,0,511.320391
26199.52707,20346,358.643521
6470.535463,48638,183.104441
9501.005425,46855,472.391125
10970.13221,38873,599.811172
2435.619979,25703,297.6
4362.931238,58842,528.0
19231.77266,99772,51.902587
8382.630118,19683,561.6
4434.411172,34549,125.933005
2372.155492,19030,355.820799
3611.183505,63329,441.6
3034.797717,79253,254.984946
9095.049868,37937,556.8
4884.15708,21766,179.14181
5681.307056,67132,466.371705
2458.562965,0,511.2
9357.737821,33060,56.731578
2759.978287,92296,331.2
9635.58373,90334,423.785148
8346.019875,40105,878.413622
8370.56545,33409,553.553427
12689.42804,0,1163.669865
2538.62632,18608,340.8
4732.219556,55385,292.8
8246.830811,62588,499.2
2548.393565,22050,316.8
4929.549699,25632,351.270869
